Question,Answer,Mode
Can I skip mess and get refund?,No refund for skipped meals. Mess compulsory for hostel students. Can opt out next semester only. Must inform 1 month advance.,Campus Life
Are there food courts?,"Yes! A-Block food court (largest), P-Block food court. Outlets: Haldiram, Burger King, Pizza Hut, Chinese stalls, South Indian. Cards accepted.",Campus Life
Is outside food allowed?,Yes! Swiggy/Zomato delivers on campus. Receive at gate. Many restaurants nearby. Can order during hostel hours. No restriction.,Campus Life
What sports facilities available?,"Cricket ground, football field, basketball court, volleyball court, tennis court, badminton hall, swimming pool, gym, yoga center, table tennis, chess room. Professional coaches available.",Campus Life
Is there a swimming pool?,Yes! Olympic size pool. Separate timings for boys/girls. Summer: 6 AM-8 PM. Winter: 8 AM-6 PM. Certified lifeguards. Swimming classes available.,Campus Life
Where is the gym?,"Multiple gyms: Boys hostel gym (Block 34), Girls hostel gym (Block 18), Main campus gym (Sports complex). Timings: 6 AM-10 PM. Free for students. Professional trainers.",Campus Life
Is there a hospital on campus?,"Yes! 24/7 medical center near Block 24. Doctors, nurses always available. Pharmacy, ambulance, emergency care. Tie-up with Fortis hospital for serious cases.",Campus Life
What is library timing?,Regular: 8 AM - 8 PM. During exams: 24/7. Central library (6 floors). Digital library. Study rooms. Group discussion areas. AC. Silent zones.,Campus Life
How many books can I issue?,3 books for 15 days. Can renew online twice. Fine: ₹2/day after due date. Lost book: Pay cost + ₹500 processing fee.,Campus Life
Information about clubs and societies?,"100+ clubs: Coding, Robotics, Dance, Music, Drama, Photography, Literature, Social service. Join during orientation. Free participation.",Campus Life
Tell me about clubs and societies at LPU,"100+ clubs: Coding, Robotics, Dance, Music, Drama, Photography, Literature, Social service. Join during orientation. Free participation.",Campus Life
Information about WiFi on campus?,"Full campus WiFi coverage. Login with UMS ID. Speed: 100 Mbps. Library: High-speed. Unlimited data. Works in classrooms, library, hostels.",Campus Life
Tell me about WiFi on campus at LPU,"Full campus WiFi coverage. Login with UMS ID. Speed: 100 Mbps. Library: High-speed. Unlimited data. Works in classrooms, library, hostels.",Campus Life
Information about banks on campus?,"Punjab National Bank, SBI, HDFC ATMs. Main branch near admin block. Account opening drives regularly. Salary accounts for placed students.",Campus Life
Tell me about banks on campus at LPU,"Punjab National Bank, SBI, HDFC ATMs. Main branch near admin block. Account opening drives regularly. Salary accounts for placed students.",Campus Life
Information about shopping on campus?,"University mall: Stationery, xerox, printing, books, snacks, groceries. Reliance store. Medical shop. Salons. Timings: 9 AM-9 PM.",Campus Life
Tell me about shopping on campus at LPU,"University mall: Stationery, xerox, printing, books, snacks, groceries. Reliance store. Medical shop. Salons. Timings: 9 AM-9 PM.",Campus Life
Information about transport facilities?,"University buses to Phagwara, Jalandhar, Chandigarh. Affordable rates. Regular schedule. Can book via app. Parking for personal vehicles.",Campus Life
Tell me about transport facilities at LPU,"University buses to Phagwara, Jalandhar, Chandigarh. Affordable rates. Regular schedule. Can book via app. Parking for personal vehicles.",Campus Life
Information about parking?,"Free parking for students. Separate two-wheeler, four-wheeler zones. Covered parking available. Registration required. Helmet mandatory for bikes.",Campus Life
Tell me about parking at LPU,"Free parking for students. Separate two-wheeler, four-wheeler zones. Covered parking available. Registration required. Helmet mandatory for bikes.",Campus Life
Information about medical emergency?,Call 181 (campus emergency). 24/7 ambulance. Nurses in hostels. Hospital tie-ups. Insurance available. Medical room in every hostel block.,Campus Life
Tell me about medical emergency at LPU,Call 181 (campus emergency). 24/7 ambulance. Nurses in hostels. Hospital tie-ups. Insurance available. Medical room in every hostel block.,Campus Life
What is LPU placement record?,"900+ companies visit annually. Highest: ₹1.05 crore (International). Average CSE: ₹8.5 LPA. 90%+ placement rate. Top recruiters: Google, Microsoft, Amazon, Adobe, Intel.",Placements and Career
Which companies visit for placements?,"Tech Giants: Google, Microsoft, Amazon, Adobe, Oracle, Intel, Cognizant, TCS, Infosys, Wipro, HP, Dell, Cisco, VMware. Core: L&T, Tata Motors. Banking: ICICI, HDFC. Consulting: Deloitte, PwC.",Placements and Career
What is highest package?,"Highest International: ₹1.05 crore (Google, Microsoft). Highest Domestic: ₹64 LPA (Amazon). Highest CSE: ₹54 LPA. Highest MBA: ₹32 LPA. Highest Design: ₹28 LPA.",Placements and Career
What is average package?,Overall average: ₹6.5 LPA. CSE average: ₹8.5 LPA. Mechanical: ₹5.5 LPA. Civil: ₹4.5 LPA. MBA: ₹7 LPA. Design: ₹6 LPA. Mass recruiters: ₹3.5-4.5 LPA.,Placements and Career
What is eligibility for placements?,Minimum 6.0 CGPA (some companies: 7.0). 75% attendance. No active backlogs. No year gap (except COVID). No poor disciplinary record. Communication skills important.,Placements and Career
When do placements start?,Training: From 5th semester. On-campus drives: 7th semester onwards. Final placements: January-April. Summer internships: May-July. PPO conversions: Final year.,Placements and Career
What training is provided?,"Aptitude training, Coding practice, Group discussions, Mock interviews, Resume building, Communication skills, Technical skills, Personality development. Free training from 5th semester.",Placements and Career
How to register for placements?,Automatic registration if eligible. Update resume on placement portal. Maintain 6.0+ CGPA. Attend mandatory training sessions. Upload documents. Keep checking portal for drives.,Placements and Career
Can I appear in multiple companies?,"Yes, until you get placed. After 1st offer: Can appear if package<₹10 LPA. After 2nd offer: Cannot appear. PPO holders: Can sit for better packages.",Placements and Career
What is off-campus placement support?,Off-campus cell helps apply to companies. Resume forwarding. Referrals. LinkedIn connects. Startup opportunities. Freelancing guidance. Alumni network support.,Placements and Career
How to get internship?,"2 ways: 1) Campus internship drives (January-March). 2) Apply independently via portal. Minimum 5.0 CGPA. Companies: Amazon, Microsoft, Adobe visit for summer internships.",Placements and Career
Is internship mandatory?,Yes! Minimum 6 weeks internship mandatory in final year. Can be training/project. Certificate required for degree. Stipend not mandatory but preferred.,Placements and Career
What is average internship stipend?,"Tech companies: ₹20,000-50,000/month. Core Engineering: ₹10,000-15,000/month. Unpaid: Some startups. Top: Google, Microsoft (₹80,000+/month). Average overall: ₹15,000/month.",Placements and Career
Can internship convert to full-time?,Yes! PPO (Pre-Placement Offer). Good performance during internship = PPO. 60-70% interns get PPO. Can still sit for better opportunities on campus.,Placements and Career
How about aptitude test preparation?,"Daily practice from AMCAT, TCS pattern. Mock tests. Training from 5th semester. Books: R.S. Aggarwal, Arun Sharma. Online: IndiaBix.",Placements and Career
Information on aptitude test preparation,"Daily practice from AMCAT, TCS pattern. Mock tests. Training from 5th semester. Books: R.S. Aggarwal, Arun Sharma. Online: IndiaBix.",Placements and Career
How about coding interview preparation?,"LeetCode, HackerRank, CodeChef practice. DSA mandatory. Company-specific patterns. Mock interviews. Peer programming. Mentorship available.",Placements and Career
Information on coding interview preparation,"LeetCode, HackerRank, CodeChef practice. DSA mandatory. Company-specific patterns. Mock interviews. Peer programming. Mentorship available.",Placements and Career
How about resume tips?,1-page resume. Projects highlighted. Skills section. CGPA if >7.5. Achievements. No spelling errors. ATS-friendly format. Updated regularly.,Placements and Career
Information on resume tips,1-page resume. Projects highlighted. Skills section. CGPA if >7.5. Achievements. No spelling errors. ATS-friendly format. Updated regularly.,Placements and Career
How about interview tips?,Research company. Prepare projects. DS-Algo strong. Confidence. Professional attire. Body language. STAR method. Ask questions. Follow up.,Placements and Career
Information on interview tips,Research company. Prepare projects. DS-Algo strong. Confidence. Professional attire. Body language. STAR method. Ask questions. Follow up.,Placements and Career
How about mass recruiters?,"TCS, Infosys, Wipro, Cognizant, Accenture. Package: ₹3.5-4.5 LPA. Large hiring. Good for job security. Training provided. Bulk offers.",Placements and Career
Information on mass recruiters,"TCS, Infosys, Wipro, Cognizant, Accenture. Package: ₹3.5-4.5 LPA. Large hiring. Good for job security. Training provided. Bulk offers.",Placements and Career
How about dream companies?,"Google, Microsoft, Amazon, Adobe, Goldman Sachs. Package: ₹15-64 LPA. Tough interviews. Limited seats. Best for high CGPA students.",Placements and Career
Information on dream companies,"Google, Microsoft, Amazon, Adobe, Goldman Sachs. Package: ₹15-64 LPA. Tough interviews. Limited seats. Best for high CGPA students.",Placements and Career
How about startup opportunities?,50+ startups visit. Packages: ₹6-12 LPA. Good learning. Fast growth. Stock options. Flexible culture. Risk vs established firms.,Placements and Career
